batch,signer_id,label,normalized_label,landmark_path,stickman_video_path,has_stickman_video,frame_count,first_pose_points,first_left_hand_points,first_right_hand_points,first_face_points,pose_frame_pct,left_hand_frame_pct,right_hand_frame_pct,face_frame_pct,both_hands_missing_frame_pct,sample_flags
Batch 1,232,PAIN,pain,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/PAIN.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/PAIN.mp4,True,23,33,0,21,468,100.0,95.65,100.0,100.0,0.0,
Batch 1,232,PAST,past,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/PAST.mp4,True,20,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,232,ROAD,road,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/ROAD.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/ROAD.mp4,True,27,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,232,SECOND,second,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/SECOND.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/SECOND.mp4,True,23,33,0,21,468,100.0,4.35,100.0,100.0,0.0,
Batch 1,232,SHAPE,shape,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/SHAPE.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/SHAPE.mp4,True,39,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,232,SPREAD,spread,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/SPREAD.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/SPREAD.mp4,True,34,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,232,THIS,this,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/THIS.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/THIS.mp4,True,27,33,21,21,468,100.0,100.0,88.89,100.0,0.0,
Batch 1,232,THUMB,thumb,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/THUMB.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/THUMB.mp4,True,54,33,21,21,468,100.0,100.0,96.3,100.0,0.0,
Batch 1,232,USE,use,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/USE.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/USE.mp4,True,31,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,232,WHERE,where,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/WHERE.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/WHERE.mp4,True,28,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,232,YOU,you,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/YOU.mp4,True,11,33,21,21,468,100.0,100.0,100.0,100.0,0.0,short_sequence
Batch 1,232,YOUR,your,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/YOUR.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/YOUR.mp4,True,18,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,232,YOURS,yours,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/YOURS.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/YOURS.mp4,True,29,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,232,ZIGZAG,zigzag,KSL-Dataset/Pose Data/Batch 1/232/Extract/Landmarks/ZIGZAG.npy,KSL-Dataset/Pose Data/Batch 1/232/Extract/Stickmans/ZIGZAG.mp4,True,42,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,233,BACK,back,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/BACK.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/BACK.mp4,True,21,33,21,0,468,100.0,42.86,28.57,100.0,28.57,
Batch 1,233,BLESSING,blessing,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/BLESSING.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/BLESSING.mp4,True,40,33,21,21,468,100.0,80.0,87.5,100.0,10.0,
Batch 1,233,BROTHER,brother,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/BROTHER.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/BROTHER.mp4,True,35,33,21,21,468,100.0,88.57,91.43,100.0,0.0,
Batch 1,233,COMPARE,compare,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/COMPARE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/COMPARE.mp4,True,36,33,21,21,468,100.0,97.22,100.0,100.0,0.0,
Batch 1,233,CONTRAST,contrast,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/CONTRAST.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/CONTRAST.mp4,True,23,33,21,21,468,100.0,91.3,82.61,100.0,4.35,
Batch 1,233,FOCUS,focus,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/FOCUS.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/FOCUS.mp4,True,32,33,21,21,468,100.0,87.5,75.0,93.75,12.5,
Batch 1,233,GO,go,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/GO.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/GO.mp4,True,26,33,0,21,468,100.0,0.0,88.46,100.0,11.54,left_hand_missing_all_frames
Batch 1,233,GOOD,good,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/GOOD.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/GOOD.mp4,True,24,33,21,21,468,100.0,100.0,75.0,100.0,0.0,
Batch 1,233,HAVE,have,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/HAVE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/HAVE.mp4,True,17,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,233,HOUSE,house,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/HOUSE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/HOUSE.mp4,True,23,33,0,0,468,100.0,86.96,91.3,69.57,8.7,
Batch 1,233,INCREASE,increase,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/INCREASE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/INCREASE.mp4,True,29,33,21,21,468,100.0,100.0,93.1,100.0,0.0,
Batch 1,233,INTERPRET,interpret,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/INTERPRET.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/INTERPRET.mp4,True,17,33,21,21,468,100.0,82.35,100.0,100.0,0.0,
Batch 1,233,IT,it,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/IT.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/IT.mp4,True,55,33,0,21,468,100.0,94.55,94.55,100.0,0.0,
Batch 1,233,MAINTAIN,maintain,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/MAINTAIN.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/MAINTAIN.mp4,True,26,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,233,MAN,man,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/MAN.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/MAN.mp4,True,22,33,21,21,468,100.0,100.0,86.36,100.0,0.0,
Batch 1,233,MASENO,maseno,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/MASENO.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/MASENO.mp4,True,29,33,21,21,468,100.0,100.0,68.97,100.0,0.0,
Batch 1,233,ME,me,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/ME.mp4,True,13,33,0,21,468,100.0,0.0,100.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,233,MINE,mine,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/MINE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/MINE.mp4,True,10,33,21,21,468,100.0,100.0,70.0,100.0,0.0,short_sequence
Batch 1,233,NAME,name,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/NAME.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/NAME.mp4,True,58,33,21,21,468,100.0,91.38,70.69,100.0,3.45,
Batch 1,233,NEUTRAL,neutral,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/NEUTRAL.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/NEUTRAL.mp4,True,86,33,0,21,468,100.0,1.16,100.0,100.0,0.0,
Batch 1,233,OPPORTUNE,opportune,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/OPPORTUNE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/OPPORTUNE.mp4,True,18,33,21,21,468,100.0,83.33,94.44,100.0,0.0,
Batch 1,233,PAIN,pain,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/PAIN.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/PAIN.mp4,True,26,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,233,PAST,past,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/PAST.mp4,True,30,33,21,21,468,100.0,100.0,90.0,100.0,0.0,
Batch 1,233,RECEIVE,receive,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/RECEIVE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/RECEIVE.mp4,True,30,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,233,ROTATE,rotate,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/ROTATE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/ROTATE.mp4,True,64,33,21,21,468,100.0,100.0,96.88,100.0,0.0,
Batch 1,233,SALUTE,salute,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/SALUTE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/SALUTE.mp4,True,26,33,0,21,468,100.0,0.0,100.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,233,SAME,same,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/SAME.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/SAME.mp4,True,19,33,21,21,468,100.0,100.0,94.74,100.0,0.0,
Batch 1,233,SELF,self,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/SELF.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/SELF.mp4,True,28,33,21,21,468,100.0,100.0,96.43,100.0,0.0,
Batch 1,233,SIMPLE,simple,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/SIMPLE.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/SIMPLE.mp4,True,57,33,21,21,468,100.0,91.23,87.72,100.0,1.75,
Batch 1,233,SISTER,sister,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/SISTER.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/SISTER.mp4,True,17,33,21,21,468,100.0,82.35,100.0,100.0,0.0,
Batch 1,233,TWO,two,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/TWO.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/TWO.mp4,True,20,33,0,21,468,100.0,0.0,100.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,233,UNIVERSITY,university,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/UNIVERSITY.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/UNIVERSITY.mp4,True,24,33,21,0,468,100.0,58.33,75.0,100.0,16.67,
Batch 1,233,WELL,well,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/WELL.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/WELL.mp4,True,24,33,21,21,468,100.0,87.5,91.67,100.0,4.17,
Batch 1,233,WHAT,what,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/WHAT.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/WHAT.mp4,True,23,33,21,0,468,100.0,95.65,73.91,100.0,4.35,
Batch 1,233,WOMAN,woman,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/WOMAN.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/WOMAN.mp4,True,18,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,233,WORD,word,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/WORD.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/WORD.mp4,True,23,33,0,21,468,100.0,0.0,100.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,233,WORK,work,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/WORK.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/WORK.mp4,True,38,33,21,21,468,100.0,84.21,89.47,100.0,2.63,
Batch 1,233,WRIST,wrist,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/WRIST.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/WRIST.mp4,True,35,33,0,21,468,100.0,85.71,91.43,100.0,0.0,
Batch 1,233,YOU,you,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/YOU.mp4,True,16,33,21,21,468,100.0,93.75,100.0,100.0,0.0,
Batch 1,233,YOUR,your,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/YOUR.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/YOUR.mp4,True,15,33,21,21,468,100.0,53.33,93.33,100.0,6.67,
Batch 1,233,YOURS,yours,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/YOURS.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/YOURS.mp4,True,12,33,21,21,468,100.0,91.67,91.67,100.0,8.33,
Batch 1,234,ALWAYS,always,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/ALWAYS.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/ALWAYS.mp4,True,34,33,0,21,468,100.0,0.0,88.24,100.0,11.76,left_hand_missing_all_frames
Batch 1,234,ASK,ask,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/ASK.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/ASK.mp4,True,26,33,21,21,468,100.0,100.0,80.77,100.0,0.0,
Batch 1,234,BUS,bus,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/BUS.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/BUS.mp4,True,17,33,21,0,468,100.0,64.71,0.0,100.0,35.29,right_hand_missing_all_frames
Batch 1,234,CLIMB,climb,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/CLIMB.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/CLIMB.mp4,True,65,33,0,21,468,100.0,0.0,100.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,234,COMBINE,combine,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/COMBINE.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/COMBINE.mp4,True,32,33,21,21,468,100.0,96.88,100.0,100.0,0.0,
Batch 1,234,DRESS,dress,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/DRESS.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/DRESS.mp4,True,21,33,21,21,468,100.0,90.48,66.67,100.0,9.52,
Batch 1,234,FUTURE,future,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/FUTURE.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/FUTURE.mp4,True,23,33,0,21,468,100.0,21.74,34.78,100.0,52.17,
Batch 1,234,GOOD,good,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/GOOD.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/GOOD.mp4,True,24,33,21,21,468,100.0,100.0,75.0,100.0,0.0,
Batch 1,234,HANDSOME,handsome,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/HANDSOME.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/HANDSOME.mp4,True,20,33,0,0,468,100.0,0.0,20.0,90.0,80.0,left_hand_missing_all_frames
Batch 1,234,HAVE,have,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/HAVE.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/HAVE.mp4,True,23,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,234,HOMABAY,homabay,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/HOMABAY.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/HOMABAY.mp4,True,31,33,21,21,468,100.0,12.9,90.32,100.0,9.68,
Batch 1,234,LADY,lady,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/LADY.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/LADY.mp4,True,37,33,0,21,468,100.0,2.7,89.19,100.0,10.81,
Batch 1,234,LIKE,like,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/LIKE.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/LIKE.mp4,True,25,33,21,21,468,100.0,36.0,100.0,100.0,0.0,
Batch 1,234,MAN,man,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/MAN.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/MAN.mp4,True,30,33,21,21,468,100.0,76.67,80.0,100.0,0.0,
Batch 1,234,ME,me,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/ME.mp4,True,25,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,234,MINE,mine,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/MINE.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/MINE.mp4,True,28,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,234,MOST,most,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/MOST.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/MOST.mp4,True,36,33,0,0,468,100.0,75.0,44.44,100.0,22.22,
Batch 1,234,MOUNTAIN,mountain,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/MOUNTAIN.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/MOUNTAIN.mp4,True,28,33,0,21,468,100.0,0.0,78.57,100.0,21.43,left_hand_missing_all_frames
Batch 1,234,NYANGOMA,nyangoma,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/NYANGOMA.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/NYANGOMA.mp4,True,37,33,21,21,468,100.0,100.0,91.89,100.0,0.0,
Batch 1,234,PARTNER,partner,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/PARTNER.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/PARTNER.mp4,True,24,33,21,21,468,100.0,100.0,91.67,100.0,0.0,
Batch 1,234,PAST,past,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/PAST.mp4,True,20,33,21,21,468,100.0,45.0,65.0,100.0,15.0,
Batch 1,234,PEOPLE,people,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/PEOPLE.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/PEOPLE.mp4,True,24,33,0,21,468,100.0,83.33,62.5,100.0,0.0,
Batch 1,234,PHONE,phone,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/PHONE.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/PHONE.mp4,True,27,33,21,0,468,100.0,100.0,74.07,100.0,0.0,
Batch 1,234,PLEASE,please,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/PLEASE.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/PLEASE.mp4,True,33,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,234,QUESTION,question,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/QUESTION.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/QUESTION.mp4,True,28,33,0,21,468,100.0,0.0,100.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,234,RED,red,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/RED.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/RED.mp4,True,22,33,0,21,468,100.0,9.09,86.36,100.0,13.64,
Batch 1,234,SCHOOL,school,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/SCHOOL.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/SCHOOL.mp4,True,19,33,21,21,468,100.0,89.47,47.37,100.0,10.53,
Batch 1,234,SISTER,sister,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/SISTER.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/SISTER.mp4,True,26,33,21,21,468,100.0,96.15,100.0,100.0,0.0,
Batch 1,234,SPARE,spare,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/SPARE.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/SPARE.mp4,True,21,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,234,THERE,there,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/THERE.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/THERE.mp4,True,21,33,21,21,468,100.0,100.0,76.19,100.0,0.0,
Batch 1,234,THIS,this,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/THIS.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/THIS.mp4,True,34,33,0,21,468,100.0,0.0,67.65,100.0,32.35,left_hand_missing_all_frames
Batch 1,234,TIME,time,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/TIME.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/TIME.mp4,True,39,33,21,21,468,100.0,100.0,94.87,100.0,0.0,
Batch 1,234,TRAVEL,travel,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/TRAVEL.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/TRAVEL.mp4,True,30,33,0,21,468,100.0,96.67,100.0,100.0,0.0,
Batch 1,234,TWIN,twin,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/TWIN.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/TWIN.mp4,True,38,33,21,21,468,100.0,100.0,76.32,100.0,0.0,
Batch 1,234,UNITY,unity,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/UNITY.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/UNITY.mp4,True,39,33,21,21,468,100.0,100.0,84.62,100.0,0.0,
Batch 1,234,VOCABULARY,vocabulary,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/VOCABULARY.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/VOCABULARY.mp4,True,24,33,0,21,468,100.0,0.0,100.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,234,WHO,who,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/WHO.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/WHO.mp4,True,22,33,0,21,468,100.0,0.0,100.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,234,WOMAN,woman,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/WOMAN.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/WOMAN.mp4,True,14,33,0,21,468,100.0,0.0,100.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,234,WORK,work,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/WORK.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/WORK.mp4,True,45,33,21,21,468,100.0,91.11,57.78,100.0,2.22,
Batch 1,234,YOU,you,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/YOU.mp4,True,33,33,21,21,468,100.0,81.82,69.7,100.0,18.18,
Batch 1,234,YOUR,your,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/YOUR.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/YOUR.mp4,True,21,33,21,21,468,100.0,76.19,100.0,100.0,0.0,
Batch 1,235,ALOT,alot,KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/ALOT.npy,KSL-Dataset/Pose Data/Batch 1/235/Extract/Stickmans/ALOT.mp4,True,25,33,21,21,468,100.0,100.0,100.0,100.0,0.0,
Batch 1,235,BABY,baby,KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/BABY.npy,KSL-Dataset/Pose Data/Batch 1/235/Extract/Stickmans/BABY.mp4,True,35,33,21,21,468,100.0,100.0,97.14,100.0,0.0,
Batch 1,235,BRING,bring,KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/BRING.npy,KSL-Dataset/Pose Data/Batch 1/235/Extract/Stickmans/BRING.mp4,True,34,33,21,21,468,100.0,94.12,67.65,100.0,5.88,
Batch 1,235,CASSAVA,cassava,KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/CASSAVA.npy,KSL-Dataset/Pose Data/Batch 1/235/Extract/Stickmans/CASSAVA.mp4,True,27,33,21,21,468,100.0,100.0,92.59,100.0,0.0,
Batch 1,235,COLD,cold,KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/COLD.npy,KSL-Dataset/Pose Data/Batch 1/235/Extract/Stickmans/COLD.mp4,True,20,33,0,0,468,100.0,90.0,45.0,100.0,10.0,
Batch 1,235,EGG,egg,KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/EGG.npy,KSL-Dataset/Pose Data/Batch 1/235/Extract/Stickmans/EGG.mp4,True,57,33,21,21,468,100.0,100.0,92.98,100.0,0.0,
Batch 1,235,EXPLODE,explode,KSL-Dataset/Pose Data/Batch 1/235/Extract/Landmarks/EXPLODE.npy,KSL-Dataset/Pose Data/Batch 1/235/Extract/Stickmans/EXPLODE.mp4,True,33,33,0,0,468,100.0,84.85,45.45,100.0,15.15,
