batch,signer_id,label,landmark_path,stickman_video_path,frame_count,left_hand_frame_pct,right_hand_frame_pct,both_hands_missing_frame_pct,sample_flags
Batch 1,251,QUESTIONMARK,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/QUESTIONMARK.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/QUESTIONMARK.mp4,28,0.0,96.43,3.57,left_hand_missing_all_frames
Batch 1,251,SAY,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/SAY.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/SAY.mp4,28,0.0,75.0,25.0,left_hand_missing_all_frames
Batch 1,251,YOURS,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/YOURS.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/YOURS.mp4,19,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 1,264,.mp4,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/.mp4.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/.mp4.mp4,26,100.0,0.0,0.0,right_hand_missing_all_frames
Batch 1,264,ALWAYS,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/ALWAYS.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/ALWAYS.mp4,33,33.33,0.0,66.67,right_hand_missing_all_frames
Batch 1,264,BOLT,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/BOLT.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/BOLT.mp4,26,100.0,0.0,0.0,right_hand_missing_all_frames
Batch 1,264,BREAK,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/BREAK.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/BREAK.mp4,11,36.36,0.0,63.64,short_sequence;right_hand_missing_all_frames
Batch 1,264,BROAD,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/BROAD.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/BROAD.mp4,31,80.65,0.0,19.35,right_hand_missing_all_frames
Batch 1,264,CASECASS,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/CASECASS.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/CASECASS.mp4,60,93.33,0.0,6.67,right_hand_missing_all_frames
Batch 1,264,EAT,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/EAT.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/EAT.mp4,17,64.71,0.0,35.29,right_hand_missing_all_frames
Batch 1,264,FINISH,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/FINISH.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/FINISH.mp4,20,0.0,0.0,100.0,left_hand_missing_all_frames;right_hand_missing_all_frames;both_hands_missing_all_frames
Batch 1,264,ME,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/ME.mp4,10,80.0,80.0,0.0,short_sequence
Batch 1,264,NICE,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/NICE.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/NICE.mp4,16,50.0,0.0,50.0,right_hand_missing_all_frames
Batch 1,264,RACE,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/RACE.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/RACE.mp4,11,45.45,81.82,18.18,short_sequence
Batch 1,264,SMILE,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/SMILE.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/SMILE.mp4,40,32.5,0.0,67.5,right_hand_missing_all_frames
Batch 1,264,STIFF,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/STIFF.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/STIFF.mp4,44,90.91,0.0,9.09,right_hand_missing_all_frames
Batch 1,264,STOP,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/STOP.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/STOP.mp4,16,56.25,0.0,43.75,right_hand_missing_all_frames
Batch 1,264,WILL,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/WILL.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/WILL.mp4,10,100.0,0.0,0.0,short_sequence;right_hand_missing_all_frames
Batch 2,112,.mp4,KSL-Dataset/Pose Data/Batch 2/112/Extract/Landmarks/.mp4.npy,KSL-Dataset/Pose Data/Batch 2/112/Extract/Stickmans/.mp4.mp4,52,100.0,90.38,0.0,
Batch 2,112,24,KSL-Dataset/Pose Data/Batch 2/112/Extract/Landmarks/24.npy,KSL-Dataset/Pose Data/Batch 2/112/Extract/Stickmans/24.mp4,10,100.0,100.0,0.0,short_sequence
Batch 2,112,BY,KSL-Dataset/Pose Data/Batch 2/112/Extract/Landmarks/BY.npy,KSL-Dataset/Pose Data/Batch 2/112/Extract/Stickmans/BY.mp4,8,87.5,100.0,0.0,short_sequence
Batch 2,112,HALF,KSL-Dataset/Pose Data/Batch 2/112/Extract/Landmarks/HALF.npy,KSL-Dataset/Pose Data/Batch 2/112/Extract/Stickmans/HALF.mp4,10,90.0,80.0,10.0,short_sequence
Batch 2,129,BECAUSE,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/BECAUSE.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/BECAUSE.mp4,19,0.0,78.95,21.05,left_hand_missing_all_frames
Batch 2,129,BOY,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/BOY.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/BOY.mp4,40,0.0,62.5,37.5,left_hand_missing_all_frames
Batch 2,129,FOOD,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/FOOD.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/FOOD.mp4,42,0.0,57.14,42.86,left_hand_missing_all_frames
Batch 2,129,GO,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/GO.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/GO.mp4,36,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,129,LAST,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/LAST.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/LAST.mp4,36,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,129,LEFT,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/LEFT.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/LEFT.mp4,44,31.82,0.0,68.18,right_hand_missing_all_frames
Batch 2,129,ME,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/ME.mp4,51,0.0,64.71,35.29,left_hand_missing_all_frames
Batch 2,129,OF,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/OF.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/OF.mp4,9,0.0,100.0,0.0,short_sequence;left_hand_missing_all_frames
Batch 2,129,SPREAD,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/SPREAD.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/SPREAD.mp4,41,0.0,80.49,19.51,left_hand_missing_all_frames
Batch 2,129,SUPER,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/SUPER.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/SUPER.mp4,50,0.0,50.0,50.0,left_hand_missing_all_frames
Batch 2,129,TEST,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/TEST.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/TEST.mp4,101,0.0,73.27,26.73,left_hand_missing_all_frames
Batch 2,129,UP,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/UP.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/UP.mp4,42,0.0,83.33,16.67,left_hand_missing_all_frames
Batch 2,129,YOUR,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/YOUR.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/YOUR.mp4,61,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,131,ALOT,KSL-Dataset/Pose Data/Batch 2/131/Extract/Landmarks/ALOT.npy,KSL-Dataset/Pose Data/Batch 2/131/Extract/Stickmans/ALOT.mp4,3,100.0,100.0,0.0,short_sequence
Batch 2,140,LUCK,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/LUCK.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/LUCK.mp4,28,0.0,85.71,14.29,left_hand_missing_all_frames
Batch 2,140,MAN,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MAN.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/MAN.mp4,25,0.0,92.0,8.0,left_hand_missing_all_frames
Batch 2,140,ME,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/ME.mp4,15,0.0,86.67,13.33,left_hand_missing_all_frames
Batch 2,140,MIND,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MIND.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/MIND.mp4,31,0.0,38.71,61.29,left_hand_missing_all_frames
Batch 2,140,MINE,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MINE.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/MINE.mp4,28,0.0,75.0,25.0,left_hand_missing_all_frames
Batch 2,140,MOTHER,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MOTHER.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/MOTHER.mp4,48,0.0,12.5,87.5,left_hand_missing_all_frames
Batch 2,140,SHE,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/SHE.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/SHE.mp4,29,0.0,86.21,13.79,left_hand_missing_all_frames
Batch 2,140,SILENT,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/SILENT.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/SILENT.mp4,17,0.0,82.35,17.65,left_hand_missing_all_frames
Batch 2,140,THINK,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/THINK.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/THINK.mp4,20,0.0,90.0,10.0,left_hand_missing_all_frames
Batch 2,147,NICE,KSL-Dataset/Pose Data/Batch 2/147/Extract/Landmarks/NICE.npy,KSL-Dataset/Pose Data/Batch 2/147/Extract/Stickmans/NICE.mp4,28,0.0,67.86,32.14,left_hand_missing_all_frames
Batch 2,148,CUP,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/CUP.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/CUP.mp4,7,57.14,57.14,42.86,short_sequence
Batch 2,148,ENOUGH,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/ENOUGH.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/ENOUGH.mp4,26,0.0,84.62,15.38,left_hand_missing_all_frames
Batch 2,148,FATHER,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/FATHER.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/FATHER.mp4,25,0.0,40.0,60.0,left_hand_missing_all_frames
Batch 2,148,FOOD,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/FOOD.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/FOOD.mp4,15,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,148,GET,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/GET.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/GET.mp4,10,100.0,90.0,0.0,short_sequence
Batch 2,148,HERE,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/HERE.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/HERE.mp4,26,0.0,80.77,19.23,left_hand_missing_all_frames
Batch 2,148,MINE,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/MINE.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/MINE.mp4,15,0.0,86.67,13.33,left_hand_missing_all_frames
Batch 2,148,NO,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/NO.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/NO.mp4,16,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,148,PAST,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/PAST.mp4,24,0.0,41.67,58.33,left_hand_missing_all_frames
Batch 2,148,SELF,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/SELF.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/SELF.mp4,20,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,148,SPOON,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/SPOON.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/SPOON.mp4,11,0.0,100.0,0.0,short_sequence;left_hand_missing_all_frames
Batch 2,148,TALL,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/TALL.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/TALL.mp4,31,0.0,61.29,38.71,left_hand_missing_all_frames
Batch 2,148,WE,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/WE.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/WE.mp4,32,0.0,71.88,28.12,left_hand_missing_all_frames
Batch 2,148,YOURS,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/YOURS.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/YOURS.mp4,16,0.0,93.75,6.25,left_hand_missing_all_frames
Batch 2,149,.mp4,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/.mp4.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/.mp4.mp4,21,85.71,76.19,4.76,
Batch 2,149,ANOTHER,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/ANOTHER.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/ANOTHER.mp4,26,0.0,92.31,7.69,left_hand_missing_all_frames
Batch 2,149,ARE,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/ARE.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/ARE.mp4,27,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,149,COUSIN,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/COUSIN.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/COUSIN.mp4,35,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,149,LIGHT,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/LIGHT.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/LIGHT.mp4,33,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,149,SELF,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/SELF.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/SELF.mp4,29,0.0,96.55,3.45,left_hand_missing_all_frames
Batch 2,149,SUN,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/SUN.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/SUN.mp4,43,0.0,53.49,46.51,left_hand_missing_all_frames
Batch 2,149,YOUR,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/YOUR.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/YOUR.mp4,61,0.0,86.89,13.11,left_hand_missing_all_frames
Batch 2,154,BOY THAT,KSL-Dataset/Pose Data/Batch 2/154/Extract/Landmarks/BOY THAT.npy,KSL-Dataset/Pose Data/Batch 2/154/Extract/Stickmans/BOY THAT.mp4,53,100.0,100.0,0.0,
Batch 2,160,COCKROACH,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/COCKROACH.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/COCKROACH.mp4,81,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,160,EAR,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/EAR.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/EAR.mp4,23,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,160,EYES,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/EYES.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/EYES.mp4,25,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,160,LARGE,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/LARGE.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/LARGE.mp4,27,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,160,ME,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/ME.mp4,45,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,160,NOSTRIL,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/NOSTRIL.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/NOSTRIL.mp4,88,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,160,TABLE,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/TABLE.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/TABLE.mp4,10,100.0,30.0,0.0,short_sequence
Batch 2,160,WHITE,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/WHITE.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/WHITE.mp4,24,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,160,YOURS,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/YOURS.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/YOURS.mp4,30,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,161,.mp4,KSL-Dataset/Pose Data/Batch 2/161/Extract/Landmarks/.mp4.npy,KSL-Dataset/Pose Data/Batch 2/161/Extract/Stickmans/.mp4.mp4,19,100.0,100.0,0.0,
Batch 2,165,FUTURE,KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/FUTURE.npy,KSL-Dataset/Pose Data/Batch 2/165/Extract/Stickmans/FUTURE.mp4,15,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,165,GOVERNMENT,KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/GOVERNMENT.npy,KSL-Dataset/Pose Data/Batch 2/165/Extract/Stickmans/GOVERNMENT.mp4,36,0.0,72.22,27.78,left_hand_missing_all_frames
Batch 2,165,LEADER,KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/LEADER.npy,KSL-Dataset/Pose Data/Batch 2/165/Extract/Stickmans/LEADER.mp4,52,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,165,ME,KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 2/165/Extract/Stickmans/ME.mp4,55,0.0,16.36,83.64,left_hand_missing_all_frames
Batch 2,165,MUSHROOM,KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/MUSHROOM.npy,KSL-Dataset/Pose Data/Batch 2/165/Extract/Stickmans/MUSHROOM.mp4,80,0.0,90.0,10.0,left_hand_missing_all_frames
Batch 2,166,.mp4,KSL-Dataset/Pose Data/Batch 2/166/Extract/Landmarks/.mp4.npy,KSL-Dataset/Pose Data/Batch 2/166/Extract/Stickmans/.mp4.mp4,85,100.0,100.0,0.0,
Batch 2,166,DEAD,KSL-Dataset/Pose Data/Batch 2/166/Extract/Landmarks/DEAD.npy,KSL-Dataset/Pose Data/Batch 2/166/Extract/Stickmans/DEAD.mp4,67,0.0,94.03,5.97,left_hand_missing_all_frames
Batch 2,166,SILENCE,KSL-Dataset/Pose Data/Batch 2/166/Extract/Landmarks/SILENCE.npy,KSL-Dataset/Pose Data/Batch 2/166/Extract/Stickmans/SILENCE.mp4,42,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,166,WANT,KSL-Dataset/Pose Data/Batch 2/166/Extract/Landmarks/WANT.npy,KSL-Dataset/Pose Data/Batch 2/166/Extract/Stickmans/WANT.mp4,23,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,166,WISE,KSL-Dataset/Pose Data/Batch 2/166/Extract/Landmarks/WISE.npy,KSL-Dataset/Pose Data/Batch 2/166/Extract/Stickmans/WISE.mp4,34,0.0,97.06,2.94,left_hand_missing_all_frames
Batch 2,173,MYSELF,KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/MYSELF.npy,KSL-Dataset/Pose Data/Batch 2/173/Extract/Stickmans/MYSELF.mp4,17,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,173,NO,KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/NO.npy,KSL-Dataset/Pose Data/Batch 2/173/Extract/Stickmans/NO.mp4,12,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,173,PAST,KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/PAST.npy,KSL-Dataset/Pose Data/Batch 2/173/Extract/Stickmans/PAST.mp4,26,0.0,50.0,50.0,left_hand_missing_all_frames
Batch 2,173,THERE,KSL-Dataset/Pose Data/Batch 2/173/Extract/Landmarks/THERE.npy,KSL-Dataset/Pose Data/Batch 2/173/Extract/Stickmans/THERE.mp4,20,0.0,80.0,20.0,left_hand_missing_all_frames
Batch 2,174,EGG,KSL-Dataset/Pose Data/Batch 2/174/Extract/Landmarks/EGG.npy,KSL-Dataset/Pose Data/Batch 2/174/Extract/Stickmans/EGG.mp4,33,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,174,NICE,KSL-Dataset/Pose Data/Batch 2/174/Extract/Landmarks/NICE.npy,KSL-Dataset/Pose Data/Batch 2/174/Extract/Stickmans/NICE.mp4,34,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,174,TOMMORROW,KSL-Dataset/Pose Data/Batch 2/174/Extract/Landmarks/TOMMORROW.npy,KSL-Dataset/Pose Data/Batch 2/174/Extract/Stickmans/TOMMORROW.mp4,44,0.0,100.0,0.0,left_hand_missing_all_frames
Batch 2,65,.mp4,KSL-Dataset/Pose Data/Batch 2/65/Extract/Landmarks/.mp4.npy,KSL-Dataset/Pose Data/Batch 2/65/Extract/Stickmans/.mp4.mp4,48,100.0,100.0,0.0,
Batch 2,65,BOY THAT,KSL-Dataset/Pose Data/Batch 2/65/Extract/Landmarks/BOY THAT.npy,KSL-Dataset/Pose Data/Batch 2/65/Extract/Stickmans/BOY THAT.mp4,44,100.0,93.18,0.0,
Batch 2,76,.mp4,KSL-Dataset/Pose Data/Batch 2/76/Extract/Landmarks/.mp4.npy,KSL-Dataset/Pose Data/Batch 2/76/Extract/Stickmans/.mp4.mp4,33,100.0,51.52,0.0,
Batch 2,76,NICE TWIST,KSL-Dataset/Pose Data/Batch 2/76/Extract/Landmarks/NICE TWIST.npy,KSL-Dataset/Pose Data/Batch 2/76/Extract/Stickmans/NICE TWIST.mp4,39,74.36,64.1,23.08,
Batch 2,76,YOU,KSL-Dataset/Pose Data/Batch 2/76/Extract/Landmarks/YOU.npy,KSL-Dataset/Pose Data/Batch 2/76/Extract/Stickmans/YOU.mp4,22,0.0,100.0,0.0,left_hand_missing_all_frames
