decision_id,scope,source_report,priority,current_label,normalized_label,sample_count,batch,signer_id,landmark_path,stickman_video_path,frame_count,left_hand_frame_pct,right_hand_frame_pct,both_hands_missing_frame_pct,label_flags,sample_flags,issue_flags,recommended_action,selected_action,target_label,review_status,notes
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/DISTURB.npy,sample,review_candidates.csv,medium,DISTURB,disturb,1,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/DISTURB.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/DISTURB.mp4,28,0.0,14.29,85.71,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/EAR.npy,sample,review_candidates.csv,medium,EAR,ear,1,Batch 2,160,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/EAR.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/EAR.mp4,23,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/EARDRUM.npy,sample,review_candidates.csv,medium,EARDRUM,eardrum,1,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/EARDRUM.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/EARDRUM.mp4,70,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/EAT.npy,sample,review_candidates.csv,medium,EAT,eat,4,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/EAT.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/EAT.mp4,13,0.0,46.15,53.85,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/EAT.npy,sample,review_candidates.csv,medium,EAT,eat,4,Batch 1,264,KSL-Dataset/Pose Data/Batch 1/264/Extract/Landmarks/EAT.npy,KSL-Dataset/Pose Data/Batch 1/264/Extract/Stickmans/EAT.mp4,17,64.71,0.0,35.29,,right_hand_missing_all_frames,sample:right_hand_missing_all_frames,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/174/Extract/Landmarks/EGG.npy,sample,review_candidates.csv,medium,EGG,egg,3,Batch 2,174,KSL-Dataset/Pose Data/Batch 2/174/Extract/Landmarks/EGG.npy,KSL-Dataset/Pose Data/Batch 2/174/Extract/Stickmans/EGG.mp4,33,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/ENOUGH.npy,sample,review_candidates.csv,medium,ENOUGH,enough,4,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/ENOUGH.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/ENOUGH.mp4,26,0.0,84.62,15.38,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/EYES.npy,sample,review_candidates.csv,medium,EYES,eyes,1,Batch 2,160,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/EYES.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/EYES.mp4,25,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/FATHER.npy,sample,review_candidates.csv,medium,FATHER,father,5,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/FATHER.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/FATHER.mp4,25,0.0,40.0,60.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/FEEL.npy,sample,review_candidates.csv,medium,FEEL,feel,2,Batch 1,208,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/FEEL.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/FEEL.mp4,20,0.0,50.0,50.0,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/FLOWERS.npy,sample,review_candidates.csv,medium,FLOWERS,flowers,1,Batch 1,208,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/FLOWERS.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/FLOWERS.mp4,17,0.0,17.65,82.35,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/FOOD.npy,sample,review_candidates.csv,medium,FOOD,food,6,Batch 2,129,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/FOOD.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/FOOD.mp4,42,0.0,57.14,42.86,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/FOOD.npy,sample,review_candidates.csv,medium,FOOD,food,6,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/FOOD.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/FOOD.mp4,15,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/FUTURE.npy,sample,review_candidates.csv,medium,FUTURE,future,14,Batch 1,208,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/FUTURE.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/FUTURE.mp4,28,0.0,82.14,17.86,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/FUTURE.npy,sample,review_candidates.csv,medium,FUTURE,future,14,Batch 1,251,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/FUTURE.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/FUTURE.mp4,44,0.0,43.18,56.82,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/FUTURE.npy,sample,review_candidates.csv,medium,FUTURE,future,14,Batch 2,165,KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/FUTURE.npy,KSL-Dataset/Pose Data/Batch 2/165/Extract/Stickmans/FUTURE.mp4,15,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/GET.npy,sample,review_candidates.csv,medium,GET,get,7,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/GET.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/GET.mp4,10,100.0,90.0,0.0,,short_sequence,sample:short_sequence,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/GIRLS.npy,sample,review_candidates.csv,medium,GIRLS,girls,2,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/GIRLS.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/GIRLS.mp4,39,0.0,74.36,25.64,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/GO.npy,sample,review_candidates.csv,medium,GO,go,12,Batch 1,208,KSL-Dataset/Pose Data/Batch 1/208/Extract/Landmarks/GO.npy,KSL-Dataset/Pose Data/Batch 1/208/Extract/Stickmans/GO.mp4,5,0.0,80.0,20.0,,short_sequence;left_hand_missing_all_frames,sample:short_sequence;sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/GO.npy,sample,review_candidates.csv,medium,GO,go,12,Batch 1,233,KSL-Dataset/Pose Data/Batch 1/233/Extract/Landmarks/GO.npy,KSL-Dataset/Pose Data/Batch 1/233/Extract/Stickmans/GO.mp4,26,0.0,88.46,11.54,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/GO.npy,sample,review_candidates.csv,medium,GO,go,12,Batch 2,129,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/GO.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/GO.mp4,36,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/GOOD.npy,sample,review_candidates.csv,medium,GOOD,good,12,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/GOOD.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/GOOD.mp4,10,30.0,20.0,50.0,,short_sequence,sample:short_sequence,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/GOVERNMENT.npy,sample,review_candidates.csv,medium,GOVERNMENT,government,1,Batch 2,165,KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/GOVERNMENT.npy,KSL-Dataset/Pose Data/Batch 2/165/Extract/Stickmans/GOVERNMENT.mp4,36,0.0,72.22,27.78,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/112/Extract/Landmarks/HALF.npy,sample,review_candidates.csv,medium,HALF,half,2,Batch 2,112,KSL-Dataset/Pose Data/Batch 2/112/Extract/Landmarks/HALF.npy,KSL-Dataset/Pose Data/Batch 2/112/Extract/Stickmans/HALF.mp4,10,90.0,80.0,10.0,low_sample_count,short_sequence,sample:short_sequence;label:low_sample_count,review_short_sequence,keep,,pending,short sequence flagged; keep unless playback looks truncated
sample::KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/HANDSOME.npy,sample,review_candidates.csv,medium,HANDSOME,handsome,1,Batch 1,234,KSL-Dataset/Pose Data/Batch 1/234/Extract/Landmarks/HANDSOME.npy,KSL-Dataset/Pose Data/Batch 1/234/Extract/Stickmans/HANDSOME.mp4,20,0.0,20.0,80.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/HATE.npy,sample,review_candidates.csv,medium,HATE,hate,2,Batch 1,207,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/HATE.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/HATE.mp4,19,0.0,31.58,68.42,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/HE.npy,sample,review_candidates.csv,medium,HE,he,3,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/HE.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/HE.mp4,19,0.0,84.21,15.79,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/HEAD.npy,sample,review_candidates.csv,medium,HEAD,head,1,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/HEAD.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/HEAD.mp4,21,0.0,47.62,52.38,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/HER.npy,sample,review_candidates.csv,medium,HER,her,9,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/HER.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/HER.mp4,15,0.0,46.67,53.33,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/HER.npy,sample,review_candidates.csv,medium,HER,her,9,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/HER.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/HER.mp4,19,0.0,89.47,10.53,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/HERE.npy,sample,review_candidates.csv,medium,HERE,here,4,Batch 2,148,KSL-Dataset/Pose Data/Batch 2/148/Extract/Landmarks/HERE.npy,KSL-Dataset/Pose Data/Batch 2/148/Extract/Stickmans/HERE.mp4,26,0.0,80.77,19.23,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/HIGH.npy,sample,review_candidates.csv,medium,HIGH,high,2,Batch 1,251,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/HIGH.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/HIGH.mp4,29,0.0,96.55,3.45,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/HIM.npy,sample,review_candidates.csv,medium,HIM,him,1,Batch 1,207,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/HIM.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/HIM.mp4,18,0.0,94.44,5.56,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/HIS.npy,sample,review_candidates.csv,medium,HIS,his,5,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/HIS.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/HIS.mp4,18,0.0,61.11,38.89,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/HIT.npy,sample,review_candidates.csv,medium,HIT,hit,1,Batch 1,251,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/HIT.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/HIT.mp4,45,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/HOUSE.npy,sample,review_candidates.csv,medium,HOUSE,house,8,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/HOUSE.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/HOUSE.mp4,8,0.0,25.0,75.0,,short_sequence;left_hand_missing_all_frames,sample:short_sequence;sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/ICE.npy,sample,review_candidates.csv,medium,ICE,ice,1,Batch 1,207,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/ICE.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/ICE.mp4,29,0.0,24.14,75.86,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/IDEA.npy,sample,review_candidates.csv,medium,IDEA,idea,1,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/IDEA.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/IDEA.mp4,14,0.0,42.86,57.14,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/IS.npy,sample,review_candidates.csv,medium,IS,is,2,Batch 1,251,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/IS.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/IS.mp4,27,0.0,92.59,7.41,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/JEFF.npy,sample,review_candidates.csv,medium,JEFF,jeff,1,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/JEFF.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/JEFF.mp4,70,0.0,54.29,45.71,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/JOSEPH.npy,sample,review_candidates.csv,medium,JOSEPH,joseph,1,Batch 1,204,KSL-Dataset/Pose Data/Batch 1/204/Extract/Landmarks/JOSEPH.npy,KSL-Dataset/Pose Data/Batch 1/204/Extract/Stickmans/JOSEPH.mp4,52,0.0,80.77,19.23,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/KIND.npy,sample,review_candidates.csv,medium,KIND,kind,1,Batch 1,207,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/KIND.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/KIND.mp4,24,0.0,87.5,12.5,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/LARGE.npy,sample,review_candidates.csv,medium,LARGE,large,2,Batch 2,160,KSL-Dataset/Pose Data/Batch 2/160/Extract/Landmarks/LARGE.npy,KSL-Dataset/Pose Data/Batch 2/160/Extract/Stickmans/LARGE.mp4,27,0.0,100.0,0.0,low_sample_count,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:low_sample_count,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/LAST.npy,sample,review_candidates.csv,medium,LAST,last,1,Batch 2,129,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/LAST.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/LAST.mp4,36,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/LEAD.npy,sample,review_candidates.csv,medium,LEAD,lead,1,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/LEAD.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/LEAD.mp4,10,40.0,0.0,60.0,single_sample,short_sequence;right_hand_missing_all_frames,sample:short_sequence;sample:right_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/LEADER.npy,sample,review_candidates.csv,medium,LEADER,leader,1,Batch 2,165,KSL-Dataset/Pose Data/Batch 2/165/Extract/Landmarks/LEADER.npy,KSL-Dataset/Pose Data/Batch 2/165/Extract/Stickmans/LEADER.mp4,52,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/LEFT.npy,sample,review_candidates.csv,medium,LEFT,left,1,Batch 2,129,KSL-Dataset/Pose Data/Batch 2/129/Extract/Landmarks/LEFT.npy,KSL-Dataset/Pose Data/Batch 2/129/Extract/Stickmans/LEFT.mp4,44,31.82,0.0,68.18,single_sample,right_hand_missing_all_frames,sample:right_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,right hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/LIGHT.npy,sample,review_candidates.csv,medium,LIGHT,light,3,Batch 2,149,KSL-Dataset/Pose Data/Batch 2/149/Extract/Landmarks/LIGHT.npy,KSL-Dataset/Pose Data/Batch 2/149/Extract/Stickmans/LIGHT.mp4,33,0.0,100.0,0.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/LIKE.npy,sample,review_candidates.csv,medium,LIKE,like,6,Batch 1,207,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/LIKE.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/LIKE.mp4,19,0.0,57.89,42.11,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/LIKE.npy,sample,review_candidates.csv,medium,LIKE,like,6,Batch 1,238,KSL-Dataset/Pose Data/Batch 1/238/Extract/Landmarks/LIKE.npy,KSL-Dataset/Pose Data/Batch 1/238/Extract/Stickmans/LIKE.mp4,31,0.0,64.52,35.48,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/198/Extract/Landmarks/LOVE.npy,sample,review_candidates.csv,medium,LOVE,love,13,Batch 1,198,KSL-Dataset/Pose Data/Batch 1/198/Extract/Landmarks/LOVE.npy,KSL-Dataset/Pose Data/Batch 1/198/Extract/Stickmans/LOVE.mp4,23,0.0,39.13,60.87,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/LUCK.npy,sample,review_candidates.csv,medium,LUCK,luck,1,Batch 2,140,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/LUCK.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/LUCK.mp4,28,0.0,85.71,14.29,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MAN.npy,sample,review_candidates.csv,medium,MAN,man,5,Batch 2,140,KSL-Dataset/Pose Data/Batch 2/140/Extract/Landmarks/MAN.npy,KSL-Dataset/Pose Data/Batch 2/140/Extract/Stickmans/MAN.mp4,25,0.0,92.0,8.0,,left_hand_missing_all_frames,sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/MARVELOUS.npy,sample,review_candidates.csv,medium,MARVELOUS,marvelous,1,Batch 1,251,KSL-Dataset/Pose Data/Batch 1/251/Extract/Landmarks/MARVELOUS.npy,KSL-Dataset/Pose Data/Batch 1/251/Extract/Stickmans/MARVELOUS.mp4,32,0.0,93.75,6.25,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/MARY.npy,sample,review_candidates.csv,medium,MARY,mary,1,Batch 1,207,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/MARY.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/MARY.mp4,34,0.0,100.0,0.0,single_sample,left_hand_missing_all_frames,sample:left_hand_missing_all_frames;label:single_sample,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
sample::KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/ME.npy,sample,review_candidates.csv,medium,ME,me,30,Batch 1,207,KSL-Dataset/Pose Data/Batch 1/207/Extract/Landmarks/ME.npy,KSL-Dataset/Pose Data/Batch 1/207/Extract/Stickmans/ME.mp4,11,0.0,81.82,18.18,,short_sequence;left_hand_missing_all_frames,sample:short_sequence;sample:left_hand_missing_all_frames,review_hand_quality,keep,,pending,left hand missing across all frames; keep unless playback looks wrong
